artifact_id,source_path,payload_path,sha256,size_bytes,source_surface,artifact_role,derivation_depth,primary_source_eligible,secret_finding_count,secret_fingerprint_count,note
HR99-011,C:\Users\coins\My Drive\Control canter\00_INBOX_RAW\agent_returns\ANTIGRAVITY\00_RETURN_DROP\ANTIGRAVITY_WO-008_20260715T161440Z\master_012_archive_continuation_308_317.md\archive_continuation_308_317.md,payload/Control_canter_36f25952/00_INBOX_RAW/agent_returns/ANTIGRAVITY/00_RETURN_DROP/ANTIGRAVITY_WO-008_20260715T161440Z/master_012_archive_continuation_308_317.md/archive_continuation_308_317.md,10f347710b66056eb0368f6d6eadc44fb3f657847807b5b0aae42ee8fe8d85c1,17327,AGENT_RETURN_SURFACE,AGENT_RETURN,0,False,0,0,"Agent output is evidence of an agent lane, not an original project/source corpus item."
HR99-012,C:\PROJECTS\continuity_os\GLM_HEAVY_WO001\v262\01_CURRENT_STATE\CURRENT_STATE_V26_2.md,payload/PROJECTS_417a3384/continuity_os/GLM_HEAVY_WO001/v262/01_CURRENT_STATE/CURRENT_STATE_V26_2.md,127f2871403eef802b1adf4927450375d78f55c773268a3593753da8c6236ede,1131,CURRENT_PROJECT_SURFACE,DERIVATIVE_REPORT,0,False,0,0,Current project handoff/state/report artifact; claim-specific primary status not assumed.
HR99-013,C:\Users\coins\My Drive\Control canter\00_INBOX_RAW\Cowork\cde5a637-6e21-4abe-aff8-c3f617c6a102\bb66f3b3-cee5-425c-9447-ef4aea0805cf\local_be5446d0-190d-49ae-bbf4-585e8262acfe\uploads\CHAT_TRANSCRIPT_RECONSTRUCTED.txt,payload/Control_canter_36f25952/00_INBOX_RAW/Cowork/cde5a637-6e21-4abe-aff8-c3f617c6a102/bb66f3b3-cee5-425c-9447-ef4aea0805cf/local_be5446d0-190d-49ae-bbf4-585e8262acfe/uploads/CHAT_TRANSCRIPT_RECONSTRUCTED.txt,14c86957149ac28ea4e2f18ef2e80582f9d7c91ba6b9ee41f7de6d5aef0ab1d0,90400,CLAUDE_COWORK_SURFACE,DERIVATIVE_REPORT,0,False,0,0,"Historical export, report, chat extract or archived derivative."
HR99-014,C:\PROJECTS\continuity_os\_gptpro_context_pack.md,payload/PROJECTS_417a3384/continuity_os/_gptpro_context_pack.md,15a0aefe9e1ed96cb0ce9a75dec1e9fb1dfc90854639a20e576b0350cb29256d,97592,CURRENT_PROJECT_SURFACE,DERIVATIVE_REPORT,0,False,0,0,Current project handoff/state/report artifact; claim-specific primary status not assumed.
HR99-015,C:\PROJECTS\_ARCHIVE\continuity_os_attic\gdrive_harvest_2026-04-12\docs\general\continuation_from_277_278_287.md,payload/PROJECTS_417a3384/_ARCHIVE/continuity_os_attic/gdrive_harvest_2026-04-12/docs/general/continuation_from_277_278_287.md,18700e402fa0090504e79e1532987a9c05707514257cad7f7c5f35a0cd62f863,10324,ARCHIVED_PROJECT_SURFACE,DERIVATIVE_REPORT,0,False,0,0,"Historical export, report, chat extract or archived derivative."
HR99-016,C:\Users\coins\My Drive\Control canter\00_INBOX_RAW\agent_returns\ANTIGRAVITY\00_RETURN_DROP\ANTIGRAVITY_WO-011-SEMANTIC-REPAIR-001_20260715T185157Z\Domain_A\CURRENT_STATE_V2.md,payload/Control_canter_36f25952/00_INBOX_RAW/agent_returns/ANTIGRAVITY/00_RETURN_DROP/ANTIGRAVITY_WO-011-SEMANTIC-REPAIR-001_20260715T185157Z/Domain_A/CURRENT_STATE_V2.md,191888a2bf977149cac0a46602d4807c2eb48657b0fcfdcc8bf5b8ad884f73bf,139,AGENT_RETURN_SURFACE,AGENT_RETURN,0,False,0,0,"Agent output is evidence of an agent lane, not an original project/source corpus item."
HR99-017,C:\PROJECTS\MAWorld\docs\sources\D11_control-spine-competitive-primitives-gemini.md,payload/PROJECTS_417a3384/MAWorld/docs/sources/D11_control-spine-competitive-primitives-gemini.md,19522136d769be3277414c648723e8063f796632078e9705a4599e6c4f7fb4ae,68562,CURRENT_PROJECT_SURFACE,DERIVATIVE_REPORT,0,False,0,0,Current project handoff/state/report artifact; claim-specific primary status not assumed.
HR99-018,C:\Users\coins\My Drive\Control canter\00_INBOX_RAW\Cowork\cde5a637-6e21-4abe-aff8-c3f617c6a102\bb66f3b3-cee5-425c-9447-ef4aea0805cf\rpm\plugin_01BB1HUyHKrddLdPpkTMBUvE\skills\healthcare\healthcare-providers-enrich\SKILL.md,payload/Control_canter_36f25952/00_INBOX_RAW/Cowork/cde5a637-6e21-4abe-aff8-c3f617c6a102/bb66f3b3-cee5-425c-9447-ef4aea0805cf/rpm/plugin_01BB1HUyHKrddLdPpkTMBUvE/skills/healthcare/healthcare-providers-enrich/SKILL.md,1e91a483c2b0757e91c97d8781cf6631a63e23f5f262bd7c488a993904490e2c,15246,CLAUDE_COWORK_SURFACE,CONTROL_METADATA,0,False,0,0,"Protocol/template/plugin/wordlist metadata; useful for control, not primary archive evidence."
HR99-019,C:\Users\coins\My Drive\Control canter\00_INBOX_RAW\agent_returns\ANTIGRAVITY\00_RETURN_DROP\ANTIGRAVITY_WO-011_20260715T182038Z\Domain_A\CURRENT_STATE.md,payload/Control_canter_36f25952/00_INBOX_RAW/agent_returns/ANTIGRAVITY/00_RETURN_DROP/ANTIGRAVITY_WO-011_20260715T182038Z/Domain_A/CURRENT_STATE.md,25763b11678ff0fc9a4f70680f06328d690e8a73674c0e233c826ccc1158a4d2,101,AGENT_RETURN_SURFACE,AGENT_RETURN,0,False,0,0,"Agent output is evidence of an agent lane, not an original project/source corpus item."
HR99-020,C:\PROJECTS\_ARCHIVE\continuity_os_attic\gdrive_harvest_2026-04-12\docs\general\systempack_battle.md,payload/PROJECTS_417a3384/_ARCHIVE/continuity_os_attic/gdrive_harvest_2026-04-12/docs/general/systempack_battle.md,265993ef50526c0f022e6c1962ef92ae9884b5cd01ee5320042231d50b03f1bd,5208320,ARCHIVED_PROJECT_SURFACE,DERIVATIVE_REPORT,0,False,0,0,"Historical export, report, chat extract or archived derivative."
HR99-021,C:\PROJECTS\continuity_os\05_NOTES\2026-06-11_GLOBAL_HANDOFF_to_FABLE5.md,payload/PROJECTS_417a3384/continuity_os/05_NOTES/2026-06-11_GLOBAL_HANDOFF_to_FABLE5.md,2874e8ac659d14621da9e93b4de2fa594f382e2ca8b73813f43cfa9400338f96,14097,CURRENT_PROJECT_SURFACE,DERIVATIVE_REPORT,0,False,0,0,Current project handoff/state/report artifact; claim-specific primary status not assumed.
HR99-022,C:\PROJECTS\continuity_os\GLM_HEAVY_WO001\v263\01_CURRENT_STATE\CURRENT_STATE_V26_3.md,payload/PROJECTS_417a3384/continuity_os/GLM_HEAVY_WO001/v263/01_CURRENT_STATE/CURRENT_STATE_V26_3.md,2ad65bdcbc8c162366231f85d604d824a64b3f4812e3358973acfa0ffca349f2,912,CURRENT_PROJECT_SURFACE,DERIVATIVE_REPORT,0,False,0,0,Current project handoff/state/report artifact; claim-specific primary status not assumed.
HR99-023,C:\PROJECTS\continuity_os\GLM_HEAVY_WO001\v262\03_CLAUDE_NFT_RESTRICTED\NFT_HANDOFF_RECEIPT.json,payload/PROJECTS_417a3384/continuity_os/GLM_HEAVY_WO001/v262/03_CLAUDE_NFT_RESTRICTED/NFT_HANDOFF_RECEIPT.json,2ae794ee3ef7bcf2bb71c771684d52e4558205397169f046db8cf34a79ce2362,589,CURRENT_PROJECT_SURFACE,DERIVATIVE_REPORT,0,False,0,0,Current project handoff/state/report artifact; claim-specific primary status not assumed.
HR99-024,C:\Users\coins\My Drive\Control canter\00_INBOX_RAW\agent_returns\ANTIGRAVITY\00_RETURN_DROP\ANTIGRAVITY_WO-011-SEMANTIC-REPAIR-001_20260715T185157Z\PORTFOLIO_CURRENT_STATE_MATRIX_V2.csv,payload/Control_canter_36f25952/00_INBOX_RAW/agent_returns/ANTIGRAVITY/00_RETURN_DROP/ANTIGRAVITY_WO-011-SEMANTIC-REPAIR-001_20260715T185157Z/PORTFOLIO_CURRENT_STATE_MATRIX_V2.csv,30500e8986f71bb9561c44921e5ce8a852a067fb06427d9c3f5132e25760f2dc,477,AGENT_RETURN_SURFACE,AGENT_RETURN,0,False,0,0,"Agent output is evidence of an agent lane, not an original project/source corpus item."
HR99-025,C:\PROJECTS\archiveos_api\tooling\cleanup\CLEANUP_HANDOFF.md,payload/PROJECTS_417a3384/archiveos_api/tooling/cleanup/CLEANUP_HANDOFF.md,348580f1ad5edf64bac679f9bbd9c910d3ddd37893aec518f9ab0b362bdcc653,6869,CURRENT_PROJECT_SURFACE,DERIVATIVE_REPORT,0,False,0,0,Current project handoff/state/report artifact; claim-specific primary status not assumed.
HR99-026,C:\Users\coins\My Drive\Control canter\00_INBOX_RAW\agent_returns\ANTIGRAVITY\00_RETURN_DROP\ANTIGRAVITY_WO-011_20260715T182038Z\Domain_D\CURRENT_STATE.md,payload/Control_canter_36f25952/00_INBOX_RAW/agent_returns/ANTIGRAVITY/00_RETURN_DROP/ANTIGRAVITY_WO-011_20260715T182038Z/Domain_D/CURRENT_STATE.md,358a0bdb52fd8b2376c3b9633f986a46d71ec799ffd35bb4b0412e91a9db0da4,101,AGENT_RETURN_SURFACE,AGENT_RETURN,0,False,0,0,"Agent output is evidence of an agent lane, not an original project/source corpus item."
HR99-027,C:\Users\coins\Downloads\CURRENT_FALLBACK_CHAT_ACCESSIBLE_TRANSCRIPT_20260722.md,payload/Downloads_19440c3d/CURRENT_FALLBACK_CHAT_ACCESSIBLE_TRANSCRIPT_20260722.md,3689412b6baf8a29a6a2498e2971fe314f10454e2d35e50dc08573ad008bd239,7065,DOWNLOADS_SURFACE,DERIVATIVE_REPORT,0,False,0,0,"Historical export, report, chat extract or archived derivative."
HR99-028,C:\PROJECTS\_ARCHIVE\continuity_os_attic\gdrive_harvest_2026-04-12\docs\general\v13_handoff_pack__README.md,payload/PROJECTS_417a3384/_ARCHIVE/continuity_os_attic/gdrive_harvest_2026-04-12/docs/general/v13_handoff_pack__README.md,37df86342ae75432cc53e0d9b6674e11955f3d20341ade6ea50b731ee224ad13,1517,ARCHIVED_PROJECT_SURFACE,DERIVATIVE_REPORT,0,False,0,0,"Historical export, report, chat extract or archived derivative."
HR99-029,C:\PROJECTS\MAWorld\docs\45_SECURITY_CONTINUATION_2026-07-18.md,payload/PROJECTS_417a3384/MAWorld/docs/45_SECURITY_CONTINUATION_2026-07-18.md,3cfd082c5c6fedd0f105935724c3c27bee1a96e6e4bd74278a7b5405f7afa84e,12750,CURRENT_PROJECT_SURFACE,DERIVATIVE_REPORT,0,False,0,0,Current project handoff/state/report artifact; claim-specific primary status not assumed.
HR99-030,C:\Users\coins\My Drive\Control canter\00_INBOX_RAW\fromoutput\2026-07-13_TRADINGOS_HANDOFF_split_from_WO-102.md,payload/Control_canter_36f25952/00_INBOX_RAW/fromoutput/2026-07-13_TRADINGOS_HANDOFF_split_from_WO-102.md,42c050338cb2cf21f02fe1db3bd234e4d3ed063628545ca02f6cea136bd1d6ba,4970,AGENT_RETURN_SURFACE,AGENT_RETURN,0,False,0,0,"Agent output is evidence of an agent lane, not an original project/source corpus item."
HR99-031,C:\Users\coins\My Drive\Control canter\00_INBOX_RAW\agent_returns\ANTIGRAVITY\00_RETURN_DROP\ANTIGRAVITY_WO-019_20260721T173400Z\CLAUDE_SESSION_RECOVERY_HANDOFF.md,payload/Control_canter_36f25952/00_INBOX_RAW/agent_returns/ANTIGRAVITY/00_RETURN_DROP/ANTIGRAVITY_WO-019_20260721T173400Z/CLAUDE_SESSION_RECOVERY_HANDOFF.md,43432e0ec66b9ebc339c420d5fe5159f29aa2bb37de98278431832b75fb896e9,929,AGENT_RETURN_SURFACE,AGENT_RETURN,0,False,0,0,"Agent output is evidence of an agent lane, not an original project/source corpus item."
HR99-032,C:\Users\coins\My Drive\Control canter\00_INBOX_RAW\Cowork\cde5a637-6e21-4abe-aff8-c3f617c6a102\bb66f3b3-cee5-425c-9447-ef4aea0805cf\local_d98d1062-4812-4b55-9ebd-6fe1812dee43\uploads\HANDOFF_MESSAGE_TO_CLAUDE.md,payload/Control_canter_36f25952/00_INBOX_RAW/Cowork/cde5a637-6e21-4abe-aff8-c3f617c6a102/bb66f3b3-cee5-425c-9447-ef4aea0805cf/local_d98d1062-4812-4b55-9ebd-6fe1812dee43/uploads/HANDOFF_MESSAGE_TO_CLAUDE.md,4356cd1f94c5d57bbf9b1d3b4cc9d42d8906e2e3430cd2233f10ea2c43f04065,1507,CLAUDE_COWORK_SURFACE,DERIVATIVE_REPORT,0,False,0,0,"Historical export, report, chat extract or archived derivative."
HR99-033,C:\PROJECTS\continuity_os\HANDOFF_COWORK_20260705.md,payload/PROJECTS_417a3384/continuity_os/HANDOFF_COWORK_20260705.md,45b3018e6a5950dc4b96e079a26d596bf7f8cea43a746109179b43dbbf4a9acc,28014,CURRENT_PROJECT_SURFACE,DERIVATIVE_REPORT,0,False,0,0,Current project handoff/state/report artifact; claim-specific primary status not assumed.
HR99-034,C:\PROJECTS\_ARCHIVE\continuity_os_attic\gdrive_harvest_2026-04-12\docs\general\5.4.txt,payload/PROJECTS_417a3384/_ARCHIVE/continuity_os_attic/gdrive_harvest_2026-04-12/docs/general/5.4.txt,45b407674a0059bd65aaef4c69a61f4b0516630a2edc0bd3f65945ac7cfa1bd4,378625,ARCHIVED_PROJECT_SURFACE,DERIVATIVE_REPORT,0,False,0,0,"Historical export, report, chat extract or archived derivative."
HR99-035,C:\Users\coins\My Drive\Control canter\00_INBOX_RAW\agent_returns\ANTIGRAVITY\00_RETURN_DROP\ANTIGRAVITY_WO-011-SEMANTIC-REPAIR-001_20260715T185157Z\Domain_B\CURRENT_STATE_V2.md,payload/Control_canter_36f25952/00_INBOX_RAW/agent_returns/ANTIGRAVITY/00_RETURN_DROP/ANTIGRAVITY_WO-011-SEMANTIC-REPAIR-001_20260715T185157Z/Domain_B/CURRENT_STATE_V2.md,465ef0bd7e69e8ff8a82579de7222c53a76bd4043eb22c932805ac95d6f8265c,120,AGENT_RETURN_SURFACE,AGENT_RETURN,0,False,0,0,"Agent output is evidence of an agent lane, not an original project/source corpus item."
HR99-036,C:\Users\coins\My Drive\Control canter\00_INBOX_RAW\agent_returns\ANTIGRAVITY\00_RETURN_DROP\ANTIGRAVITY_WO-011-SEMANTIC-REPAIR-001_20260715T185157Z\Domain_D\CURRENT_STATE_V2.md,payload/Control_canter_36f25952/00_INBOX_RAW/agent_returns/ANTIGRAVITY/00_RETURN_DROP/ANTIGRAVITY_WO-011-SEMANTIC-REPAIR-001_20260715T185157Z/Domain_D/CURRENT_STATE_V2.md,468ffaa09faef1b958f3574626c30ff622158b8a07c2b5f0b8d4be8f6218ea63,109,AGENT_RETURN_SURFACE,AGENT_RETURN,0,False,0,0,"Agent output is evidence of an agent lane, not an original project/source corpus item."
HR99-037,C:\PROJECTS\continuity_os\04_OUTPUTS\wo_bitunix_001\SECOND_CODEX_HANDOFF_BOUNDARY.md,payload/PROJECTS_417a3384/continuity_os/04_OUTPUTS/wo_bitunix_001/SECOND_CODEX_HANDOFF_BOUNDARY.md,483c4692840a404667ebcc4f420d2500d8452c3097411e7800752545ac6cd6e7,707,CURRENT_PROJECT_SURFACE,DERIVATIVE_REPORT,0,False,0,0,Current project handoff/state/report artifact; claim-specific primary status not assumed.
HR99-038,C:\PROJECTS\continuity_os\GLM_HEAVY_WO001\v262\00_START_HERE\START_HERE.md,payload/PROJECTS_417a3384/continuity_os/GLM_HEAVY_WO001/v262/00_START_HERE/START_HERE.md,4ace76d9b92e9c9bba7669e06288bbab06dde85aec180cecebaf30d506849f66,797,CURRENT_PROJECT_SURFACE,CONTROL_METADATA,0,False,0,0,"Protocol/template/plugin/wordlist metadata; useful for control, not primary archive evidence."
HR99-039,C:\Users\coins\Downloads\Archive\Documents\cti_next_steps_2026-04-10.md,payload/Downloads_19440c3d/Archive/Documents/cti_next_steps_2026-04-10.md,4deabe22097503cf8fe3091b913d9519849ca0bba9ef993068c986e3ebcd154f,2343,DOWNLOADS_SURFACE,DERIVATIVE_REPORT,0,False,0,0,"Historical export, report, chat extract or archived derivative."
HR99-040,C:\Users\coins\Downloads\Archive\Documents\NEXT_MOVE_AFTER_MASTER_CURRENT_STATE.md,payload/Downloads_19440c3d/Archive/Documents/NEXT_MOVE_AFTER_MASTER_CURRENT_STATE.md,50efa6f531f03d685af057d6bcc47d18ddc54b9945d4cc2e4655ba16f2c33e83,799,DOWNLOADS_SURFACE,DERIVATIVE_REPORT,0,False,0,0,"Historical export, report, chat extract or archived derivative."
HR99-041,C:\Users\coins\My Drive\Control canter\00_INBOX_RAW\Cowork\cde5a637-6e21-4abe-aff8-c3f617c6a102\bb66f3b3-cee5-425c-9447-ef4aea0805cf\local_c56f632f-79ca-4518-b2ac-5574a6137639\uploads\HANDOFF_COWORK_20260705.md,payload/Control_canter_36f25952/00_INBOX_RAW/Cowork/cde5a637-6e21-4abe-aff8-c3f617c6a102/bb66f3b3-cee5-425c-9447-ef4aea0805cf/local_c56f632f-79ca-4518-b2ac-5574a6137639/uploads/HANDOFF_COWORK_20260705.md,534321acdb60bfcd7e0e3312892c8de746db34e598d9af47edd4a37377b24837,12831,CLAUDE_COWORK_SURFACE,DERIVATIVE_REPORT,0,False,0,0,"Historical export, report, chat extract or archived derivative."
HR99-042,C:\Users\coins\Downloads\okx_nft_bot_v13_hardened\okx_nft_bot_v13_hardened\CODEX_HANDOFF_V14_V15_V16.md,payload/Downloads_19440c3d/okx_nft_bot_v13_hardened/okx_nft_bot_v13_hardened/CODEX_HANDOFF_V14_V15_V16.md,58bdb344a1ac87d21504178787811b5ff694e094f12754cb298fbe64e00f8907,24656,DOWNLOADS_SURFACE,DERIVATIVE_REPORT,0,False,0,0,"Historical export, report, chat extract or archived derivative."
HR99-043,C:\PROJECTS\_ARCHIVE\continuity_os_attic\gdrive_harvest_2026-04-12\docs\general\NEXT_STEPS.md,payload/PROJECTS_417a3384/_ARCHIVE/continuity_os_attic/gdrive_harvest_2026-04-12/docs/general/NEXT_STEPS.md,60c7058bbf757f539a192773f8d94bf2e3d17a536f9e6ae9783a6d8b2f31d43a,1683,ARCHIVED_PROJECT_SURFACE,DERIVATIVE_REPORT,0,False,0,0,"Historical export, report, chat extract or archived derivative."
HR99-044,C:\Users\coins\My Drive\Control canter\00_INBOX_RAW\agent_returns\ANTIGRAVITY\00_READ_FIRST_RETURN_PROTOCOL.md,payload/Control_canter_36f25952/00_INBOX_RAW/agent_returns/ANTIGRAVITY/00_READ_FIRST_RETURN_PROTOCOL.md,60edcbd60572a196479538094a248c7b66a25e6c8e126ef95ecd85c4a32d67b1,2758,AGENT_RETURN_SURFACE,AGENT_RETURN,0,False,0,0,"Agent output is evidence of an agent lane, not an original project/source corpus item."
HR99-045,C:\Users\coins\My Drive\Control canter\00_INBOX_RAW\agent_returns\ANTIGRAVITY\00_RETURN_DROP\ANTIGRAVITY_WO-011_20260715T182038Z\Domain_E\CURRENT_STATE.md,payload/Control_canter_36f25952/00_INBOX_RAW/agent_returns/ANTIGRAVITY/00_RETURN_DROP/ANTIGRAVITY_WO-011_20260715T182038Z/Domain_E/CURRENT_STATE.md,64eed013765972963620c69aa835dde436c08d81886ead70b98bd5ac9e06f286,101,AGENT_RETURN_SURFACE,AGENT_RETURN,0,False,0,0,"Agent output is evidence of an agent lane, not an original project/source corpus item."
HR99-046,C:\Users\coins\Downloads\Archive\Documents\_gptpro_context_pack.md,payload/Downloads_19440c3d/Archive/Documents/_gptpro_context_pack.md,66cff3311da259649492c7829006c74f65d1d5bfccb14652297f059ff1e75e95,97472,DOWNLOADS_SURFACE,DERIVATIVE_REPORT,0,False,0,0,"Historical export, report, chat extract or archived derivative."
HR99-047,C:\PROJECTS\continuity_os\04_OUTPUTS\wo_bitunix_001\BITUNIX_V3R4_CURRENT_STATE.md,payload/PROJECTS_417a3384/continuity_os/04_OUTPUTS/wo_bitunix_001/BITUNIX_V3R4_CURRENT_STATE.md,67d580f7884d36a906b207c96ef798baecb417b8c0735455dff6edf1779dcee8,1367,CURRENT_PROJECT_SURFACE,DERIVATIVE_REPORT,0,False,0,0,Current project handoff/state/report artifact; claim-specific primary status not assumed.
HR99-048,C:\Users\coins\My Drive\Control canter\00_INBOX_RAW\agent_returns\ANTIGRAVITY\00_RETURN_DROP\ANTIGRAVITY_WO-012_20260715T191132Z\Pack_C_NFT\SOURCES\00_START_HERE.md,payload/Control_canter_36f25952/00_INBOX_RAW/agent_returns/ANTIGRAVITY/00_RETURN_DROP/ANTIGRAVITY_WO-012_20260715T191132Z/Pack_C_NFT/SOURCES/00_START_HERE.md,699d8b7c230af49ae481fafdc2247b621a18f6a42edbb6175747597cee09743d,1549,AGENT_RETURN_SURFACE,AGENT_RETURN,0,False,0,0,"Agent output is evidence of an agent lane, not an original project/source corpus item."
HR99-049,C:\Users\coins\My Drive\Control canter\00_INBOX_RAW\agent_returns\ANTIGRAVITY\00_RETURN_DROP\ANTIGRAVITY_WO-011_20260715T182038Z\Domain_C\CURRENT_STATE.md,payload/Control_canter_36f25952/00_INBOX_RAW/agent_returns/ANTIGRAVITY/00_RETURN_DROP/ANTIGRAVITY_WO-011_20260715T182038Z/Domain_C/CURRENT_STATE.md,6cfb2fd4efc48e4ef25481bab567b303724900913df66e92a615be1b81adf214,101,AGENT_RETURN_SURFACE,AGENT_RETURN,0,False,0,0,"Agent output is evidence of an agent lane, not an original project/source corpus item."
HR99-050,C:\PROJECTS\continuity_os\05_NOTES\2026-06-07_HANDOFF_from_GRAVITY_node.md,payload/PROJECTS_417a3384/continuity_os/05_NOTES/2026-06-07_HANDOFF_from_GRAVITY_node.md,6f28f45b947360974e8700cedd919f4fce3aea53f0710f834b1fea82278f7ec4,5012,CURRENT_PROJECT_SURFACE,DERIVATIVE_REPORT,0,False,0,0,Current project handoff/state/report artifact; claim-specific primary status not assumed.
HR99-051,C:\PROJECTS\archiveos_api\Archive_tooling_FROZEN_20260415_225232\handoff_packs\README.md,payload/PROJECTS_417a3384/archiveos_api/Archive_tooling_FROZEN_20260415_225232/handoff_packs/README.md,703591938aba375c477f8c33879e77047d2d06eb5e6cfbc589c70caf39feb840,446,CURRENT_PROJECT_SURFACE,CONTROL_METADATA,0,False,0,0,"Protocol/template/plugin/wordlist metadata; useful for control, not primary archive evidence."
